IMDb_ID,Year,Title,Genres,Production Companies,Director,Cast,Budget,Revenue,Rating
tt1532903,2010,Ballhawks,['Documentary'],[],Mike Diedrich,['Bill Murray'],0,0,0.0
,2010,Thunderbeast,['Documentary'],['National Geographic'],,[],0,0,0.0
,2010,Iditarod 2010: Chasing History,['Documentary'],[],,[],0,0,0.0
tt1686047,2010,Halaw,[],[],Sheron R. Dayoc,"['John Arcilla', 'Arnalyn Ismael', 'Maria Isabel Lopez']",0,0,0.0
tt1698656,2010,Sparrow,['Horror'],[],Shaun Troke,"['Caspian Faye', 'Thomas Longley', 'Alexis Jayne Defoe', 'Eric Kole', 'Sarah Linda', 'Jack W. Carter', 'Jordan Greenhough', 'Nikki Harrup', 'Jennifer Karen', 'Joseph Stacey', 'Leonora Lim-Moore', 'Ali Keane']",0,0,4.7
,2010,The Most Known Unknown,['Music'],[],,[],0,0,0.0
,2010,Alkaline Trio: Live at the House of Blues,[],[],,[],0,0,0.0
tt4324054,2010,Ayyanar,"['Action', 'Drama']",['Shree Raaja Lakshmi Films'],Rajmithran,"['Aadhi Pinisetty', 'Meera Nandan', 'Santhanam', 'Anupama Kumar', 'Vishnu Priyan', 'Soori', 'Rajashree', 'Arpit Ranka', 'Sowmyan', 'Jayaprakash', 'Pithamagan Mahadevan']",0,0,4.0
,2011,Tiramisu,[],[],Kevin Shen,[],0,0,0.0
tt2134132,2011,Rites of Passage (Part 1),[],[],Jeff Roy,[],0,0,0.0
tt1849775,2011,Mashina: The Machine,[],[],,[],0,0,0.0
tt1995285,2011,Det akutte menneske,['Documentary'],['Nordkap-Film A/S'],Knut Erik Jensen,['Mads Gilbert'],0,0,0.0
tt1890361,2011,Bouquet final,['Comedy'],"['France 3', 'Passionfilms', 'To Do Today Productions', 'RTBF']",Josée Dayan,"['Jeanne Moreau', 'Jean-Pierre Marielle', 'Claude Rich', 'Jean-Luc Bideau', 'Julie Depardieu', 'Jacques Spiesser', 'Mélusine Mayance']",0,0,1.0
tt1744838,2011,Calvet,['Documentary'],['Firewalk Films'],Dominic Allan,['Jean Marc Calvet'],0,0,0.0
tt3110944,2011,Norman Lovett: Outside the Box,['Comedy'],['Go Faster Stripe'],Neil Cox,['Norman Lovett'],0,0,0.0
tt2328795,2011,The Rugged Priest,[],['Cinema Slutions Ltd.'],Bob Nyanja,"['Colin Simpson', 'Lwanda Jawar', 'Sarah Ndanu', 'Ainea Ojiambo', 'Oliver Litondo', 'Jason Corder']",0,0,0.0
,2011,Lionel Nation No. 6,['Documentary'],[],,[],0,0,0.0
,2011,Lionel Nation No. 7,['Documentary'],[],,[],0,0,0.0
tt1886983,2011,Return of the Ghost Ship,"['History', 'Documentary']",['National Geographic'],,[],0,0,0.0
tt2032506,2011,Vanished: Age 7,"['Thriller', 'Horror']",['Stardust Pictures'],Ryuta Miyake,"['Kyoko Hinami', 'Rin Asuka', 'Nanami Fujimoto', 'Yuka Hôshaku', 'Ryôga Hayashi', 'Reika Kirishima', 'Tôru Kizu', 'Ryusuke Komakine', 'Kazuyuki Matsuzawa', 'Ryosuke Takei']",0,0,7.5
tt2140255,2011,Peril of the Antilles,[],[],Fern Silva,[],0,0,9.0
,2011,Classic Rock Legends: John Lees' Barclay James Harvest,['Music'],[],,['John Lees'],0,0,0.0
tt1889392,2011,Galicia caníbal,"['Documentary', 'Music']","['Filmanova', 'TVE']",Antón Reixa,"['Manuel Manquiña', 'Silvia Superstar', 'Antón Reixa', 'Julián Hernández', 'Jesús Ordovás', 'Germán Coppini', 'Miguel Costas', 'Servando Carballar', 'Alberto Comesaña', 'Víctor Coyote', 'Iván Ferreiro', 'Nacho García Vega', 'Xavier Villaverde']",0,0,0.0
tt2961178,2011,Playing Pirates,"['Adventure', 'Family']",['Baltic Film and Media School'],Tõnn Sikk,"['Talis Petersell', 'Anni Saar', 'Karin Rask', 'Margus Jaanovits', 'Eva Püssa', 'Triinu Lukas', 'Hendrik Vissel']",0,0,0.0
tt1753965,2011,Someday,['Drama'],[],Junji Sakamoto,"['Yoshio Harada', 'Michiyo Yasuda', 'Takako Matsu', 'Koichi Sato', 'Eita Nagayama', 'Renji Ishibashi', 'Ichirō Ogura', 'Toranosuke Kato', 'Ittoku Kishibe', 'Satoshi Tomiura', 'Rentaro Mikuni', 'Denden', 'Takehiko Ono']",0,0,0.0
tt2046136,2011,Ray: A Life Underwater,"['Documentary', 'Adventure']",[],Amanda Bluglass,['Ray Ives'],0,0,0.0
tt1975977,2011,The Ghost of War,[],[],,[],0,0,0.0
,2011,Karminsky Grad,"['Comedy', 'Drama']",[],Jean-Jacques Rousseau,[],0,0,0.0
tt4437126,2012,Caress,[],[],Cheng Zhu,[],0,0,0.0
,2012,Some Sort of Loneliness,[],[],Jenny Man Wu,[],0,0,0.0
,2012,Rainbow Popcorn,[],[],Susan Chen,[],0,0,0.0
tt2723276,2012,Ismail,['Drama'],"['bumpy road films', 'Greyscale Films', 'Doha Film Institute']",Nora Alsharif,"['Khaled al Ghwairi', 'Nizar Idrees', 'Mohammed Ibrahimi', 'Ibrahim Abbas', 'Mohammed Mahjoub', 'Shadi Salah', 'Khalid Tariffi']",0,0,0.0
tt4958668,2012,Double Victory: The Tuskegee Airmen at War,[],[],,"['Cuba Gooding Jr.', 'David Acord']",0,0,0.0
tt2235659,2012,Natasha,['Animation'],['Cinnamon Entertainment'],Roman Klochkov,"['Natalia Louponossova', 'Arsen Pogosov', 'Benoît Grimmiaux', 'Timur Dyussembekov']",0,0,0.0
tt2064720,2012,Agorable,[],[],,"['Bethany Orr', 'Holly Kaplan', 'Timothy Brennen', 'Hilary Bates', 'Paul Bianchi', 'Wil Garret', 'Heather L. Tyler', 'Tyler Vickers']",0,0,0.0
tt3244416,2012,La guerra del cerdo,[],[],David Maria Putorti,"['Víctor Laplace', 'Arturo Goetz', 'Ricardo Merkin']",0,0,0.0
,2012,Kammermagi,['Documentary'],['Fidalgo'],Sean Lewis,"['Leif Ove Andsnes', 'Henning Kraggerud', 'Lars Anders Tomter', 'Johannes Weissner', 'Isabelle Faust']",0,0,0.0
tt6448774,2012,Med trekkspill til Operaen,['Documentary'],[],Frode Vestad,[],0,0,0.0
tt17153716,2012,Anna Ishibashi: The Missing Actress,['Horror'],[],Koji Shiraishi,"['Anna Ishibashi', 'Mutsuo Yoshioka']",4000,0,0.0
,2012,Glenn Wool - No Lands Man,['Comedy'],[],,['Glenn Wool'],0,0,0.0
tt2343779,2012,The Shooting Star Salesman,"['Drama', 'Family']",[],Kico Verlarde,[],0,0,7.0
,2012,Lionel Nation No. 8,['Documentary'],[],,[],0,0,0.0
,2012,Shiloh: Fiery Trial,['History'],['US National Park Services'],,[],0,0,0.0
,2012,Gay Champions,[],[],Tim den Besten,[],0,0,0.0
tt2590162,2012,Gayak,[],[],Roni Bertubin,[],0,0,5.0
tt2274640,2012,Close The Lid Gently,[],[],Ariana Gerstein,[],0,0,0.0
,2012,La Marsha de los elefantes,['Documentary'],[],Henry Ramírez,[],0,0,0.0
,2012,Building an HO Layout,['Documentary'],[],,[],0,0,0.0
,2013,Comrade Yue,[],[],Yue Jianbo,[],0,0,0.0
tt3753596,2013,Performance & Appreciation,[],['disappointedvirginity'],Marc Blackie,['Valis Volkova'],0,0,0.0
tt2865020,2013,Day 6011,[],[],Raf Wathion,[],0,0,0.0
tt2643712,2013,Hide & Seek,"['Documentary', 'Drama']","['Madari Films', 'Sabaah']",Saad Khan,"['Neeli Rana', 'Waseem', 'Kami', 'Jenny', 'Sid']",0,0,5.5
tt1503645,2013,Ollie Kepler's Expanding Purple World,['Drama'],[],Viv Fongenie,"['Edward Hogg', 'Andrew Knott', 'Jodie Whittaker', 'Cathy Tyson', 'Jessica Pidsley', 'Mo Banerjee', 'George Keeler', 'Christina Wood', 'Simon Paris', 'James Aukland', 'Oliver Grig', 'Joe Wredden', 'Judith Sharp', 'Sally Mortemore', 'Arnold Maude']",0,0,6.0
tt3458568,2013,Sledgehammers at Dawn,"['Horror', 'Comedy']","['Amazing Schlock Film Factory', 'SRS Cinema', 'Severin Films']",Josh Miller,"['Drew Ailes', 'Sarah K. Bizek', 'Andrew Brynildson', 'Danny Burke', 'Mark Cartier', 'Brian J. Casey', 'Jerome Casey', 'Patrick Casey', 'Jeremy Coy', 'Anton Friant', 'Matt Fusfeld', 'Phil Gran', 'Sean Hall', 'Ryan Henneboehle', 'Paul Johnson', 'Benjamin Kaplan', 'John Lagerholm', 'Conner Lewis', 'Quentin Lewis', 'Mike Mann', 'Chelsea C. McKinnies', 'Christian Miller', 'Jane Miller', 'Josh Miller', 'Maria A. Morales', 'Nathan Morales', 'Andy Novak', 'Erik Olson', 'N. David Prestwood', 'Tom Ringdal', 'Mark Schloo', 'Matt Sell', 'Craig Sherman', 'Jack Shreck', 'Nick Stukas', 'Brad Tracy']",0,0,0.0
tt2265591,2013,The Greed of Men,[],[],Jeremy Fultz,[],0,0,0.0
,2013,GAMBO,['Animation'],"['SUNRISE', 'Bandai Visual']",Hiroaki Ando,"['Mutsumi Tamura', 'Daisuke Namikawa', 'Miho Miyagawa', 'Yoshiyuki Sadamoto']",0,0,6.5
tt1975206,2013,Love American Skin,"['Documentary', 'Adventure']",[],Diana Scheunemann,[],0,0,0.0
tt2952418,2013,Off Road,['Documentary'],[],Elisa Amoruso,['Guiseppe Della Pelle'],0,0,7.3
tt3342948,2013,L'amministratore,[],[],Vincenzo Marra,[],0,0,6.2
tt3666926,2013,Globally Yours,['Documentary'],[],Marko Doringer,[],0,80111,0.0
tt2290105,2013,Acid Ocean,[],[],Sally Ingleton,[],0,0,0.0
tt3601568,2013,Scott Castle: Battle of Falujah,"['War', 'Documentary']","['El Dorado Films', 'Veteran Documentary Corps']",Silvia Turchin,['Scott Castle'],16000,0,0.0
tt2842446,2013,Horizon: The Age of Big Data,['Documentary'],[],,[],0,0,0.0
tt2264988,2013,Kennesaw: One Last Mountain,['History'],['US National Park Services'],,[],0,0,6.0
tt3558684,2013,Die Flut ist pünktlich,['Drama'],"['ZDF', 'Network Movie']",Thomas Berger,"['Ina Weisse', 'August Zirner', 'Bernadette Heerwagen', 'Jürgen Vogel', 'Leonie Benesch', 'Nicolette Krebitz', 'Jan Peter Heyne', 'Hans Martin Stier', 'Lutz Blochberger']",0,0,0.0
tt2440362,2013,Sadako 3D 2,['Horror'],"['KADOKAWA', 'Tohokushinsha Film Corporation']",Tsutomu Hanabusa,"['Miori Takimoto', 'Koji Seto', 'Kokoro Hirasawa', 'Itsumi Ôsawa', 'Takeshi Ōnishi', 'Yusuke Yamamoto', 'Ryosei Tayama', 'Satomi Ishihara', 'Mai Kikuchi', 'Seiko Ozone', 'Aoi Ito']",0,8385405,5.0
tt3560580,2013,Days of Wrath,"['Action', 'Drama', 'Thriller']","['9ers Entertainment', 'Invent Stone']",Shin Jai-ho,"['Jang Tae-seong', 'Joo Sang-wook', 'Yang Dong-geun', 'Lee Tae-im', 'Ban Min-jung', 'Kim Kwon', 'Jeon Kuk-hwan', 'Son Kang-gook']",0,0,6.5
tt2461124,2013,The Road to Fame,"['Documentary', 'Music']","['BBC', 'TripodMedia', 'VPRO', 'CNEX Foundation', 'DR']",Hao Wu,[],0,0,0.0
tt7967408,2014,Joxean's Hil Eben,['Comedy'],['Katihotsak Logia'],Beñat Iturrioz,"['Etxahun Galparsoro', 'Asier Oiarbide', 'Xabier Padin', 'Beñat Iturrioz', 'Harri Iturrioz', 'Unai Barrante', 'Ihintza Iturrioz', 'Jaione Irazu', 'Gorka Estomba', 'Andoitz Ugarte', 'Julen Aldabe', 'David Larrañaga', 'Oskarbi Sein', 'Ander Arrese', 'Xabier Kueto']",0,0,0.0
tt4295378,2014,Midnight,[],['Darlinghurst Production Partners'],T.R. Wilkinson,"['Brent Corrigan', 'Anderson Goncalves', 'Elizabeth Dennehy', 'Suzanne Whang', 'T.R. Wilkinson', 'Joey Hirsh', 'Hunter Johnson', 'Garrett Black', 'Prince Charming', 'Joshua Norberg', 'Alex Press', 'Nicholas Romano', 'Rick Shattuck']",0,0,1.0
tt3589172,2014,Os fenómenos,['Drama'],[],Alfonso Zarauza,"['Lola Dueñas', 'Luis Tosar', 'Juan Carlos Vellido', ""Antonio 'Morris' Durán"", 'Miguel de Lira', 'Marcos Javier Fernández Eimil', 'Ledicia Sola', 'Nerea Barros']",0,0,5.8
tt3374866,2014,Purgatory,"['Horror', 'Mystery']",[],Pau Teixidor,"['Oona Chaplin', 'Ana Fernández', 'Andrés Gertrúdix', 'Sergi Méndez']",0,0,4.4
tt3665930,2014,Harmonie,"['Animation', 'Drama']","['Ultra Super Pictures', 'LIDENFILMS', 'TRIGGER', 'STUDIO RIKKA']",Yasuhiro Yoshiura,"['Reina Ueda', 'Yoshitsugu Matsuoka', 'Kenta Matsumoto', 'Makoto Furukawa', 'Manami Numakura', 'Ryo Iwasaki']",0,0,7.6
tt2006753,2014,Heavenly Sword,"['Adventure', 'Action', 'Animation', 'Fantasy']","['Blockade Entertainment', 'AZ Works']",Jang Gun-ho,"['Anna Torv', 'Alfred Molina', 'Thomas Jane', 'Ashleigh Ball', 'Barry Dennen', 'Renae Geerlings', 'Nolan North']",6000000,0,6.6
tt3669422,2014,Chronus,"['Fantasy', 'Animation']",['STUDIO4℃'],Naoyuki Onda,"['Natsuki Hanae', 'Daisuke Ono', 'Yoshihisa Hosokawa', 'Yuuki Matsumoto', 'Tomoaki Maeno']",0,0,6.2
tt2950330,2014,The Pool,['Horror'],"['Nieuw Nederlands Film Platform', 'Fu Works', 'House of Netherhorror', 'Just Productions']",Chris W. Mitchell,"['Carine Crutzen', 'Gijs Scholten van Aschat', 'Katja Herbers', 'Jamie Grant', 'Bart Klever', 'Alex Hendrickx']",0,0,4.8
tt3567368,2014,Pakida,"['Crime', 'Thriller']",['sagar cinima'],Sunil Karayattukara,"['Asif Ali', 'Biju Menon', 'Shine Tom Chacko', 'Malavika Nair', 'Vishnu Raghav', 'P Balachandran', 'Sajid Yahiya', 'Apoorva Bose', 'Renji Panicker', 'Aju Varghese', 'Balaji Sarma', 'Assim Jamal']",0,0,4.7
tt3473654,2014,Toy Story That Time Forgot,"['Animation', 'Family', 'Adventure', 'Comedy']","['Pixar', 'Walt Disney Pictures']",Steve Purcell,"['Kristen Schaal', 'Kevin McKidd', 'Tom Hanks', 'Tim Allen', 'Emily Hahn', 'Steve Purcell', 'R.C. Cope', 'Emma Hudak', 'Wallace Shawn', 'Jonathan Kydd', 'Don Rickles', 'Timothy Dalton', 'Lori Alan', 'Joan Cusack']",0,0,7.038
tt2446600,2014,Next Goal Wins,['Documentary'],"['K5 International', 'Agile fims', ""Archer's Mark""]",Steve Jamison,"['Thomas Rongen', 'Jaiyah Saelua', 'Nicky Salapu', ""Larry Mana'o"", 'Rawlston Masaniai', 'Charles Uhrle']",0,43089,7.5
,2014,D'où que vienne la douleur,['Drama'],[],Khalil Cherti,"['Sarah Adler', 'Martine Schambacher', 'Mohand Saci', 'Jan Hammenecker', 'Michel Bompoil']",0,0,0.0
,2014,Polar Sea – Die Eroberung der Nordwestpassage,['Documentary'],['ARTE'],,[],0,0,0.0
,2014,Guataha,['Documentary'],['Saracura Filmes'],Clarissa Knoll,[],0,0,0.0
tt3621336,2014,Self Medicated: A Film About Art,['Documentary'],"['Film Exchange', 'Minsker and Lee Productions']",Ethan H. Minsker,"['Richard Allen', 'Raul Ayala', 'Richard Allen', 'Mike Cohen', 'Timothy Danger', 'Shannon Marie Daugherty', 'José Luis Jácome Guerrero', 'Ethan H. Minsker', 'Ted Riederer', 'Gabriel Roldos', 'James Rudio']",0,0,0.0
tt3321594,2014,What Cheer?,"['Drama', 'Comedy']",[],Michael Slavens,"['Richard Kind', 'Kelly Kirklyn', 'Lee Wilkof', 'Sandy Rosenberg', 'Norm Golden', 'Allen Lewis Rickman']",0,0,3.0
tt3483174,2014,Why Knot,['Documentary'],['Film Real'],Dhruv Dhawan,['Christopher Ryan'],0,0,4.7
tt2101570,2014,In the Blood,"['Action', 'Crime', 'Thriller']","['20th Century Fox Home Entertainment', 'Anchor Bay Films', 'Lleju Productions', 'Movie Package Company (MPC)', 'Verso Entertainment', 'MICA Entertainment', 'The Way We Roll Productions', 'Pimienta', 'Derby Street Films', 'ITB Productions']",John Stockwell,"['Gina Carano', 'Cam Gigandet', 'Luis Guzmán', 'Stephen Lang', 'Treat Williams', 'Ismael Cruz Córdova', 'Amaury Nolasco', 'Danny Trejo', 'Yvette Yates Redick', 'Eloise Mumford', 'Hannah Cowley', 'Paloma Olympia Louvat', 'Oscar Guerrero', 'Pablo Cunqueiro', 'Eddie J. Fernandez']",10000000,0,5.9
tt1515208,2014,Walking with the Enemy,"['Action', 'Drama', 'History', 'War']","['Castel Film', 'Liberty Studios']",Mark Schmidt,"['Jonas Armstrong', 'Hannah Tointon', 'Ben Kingsley', 'Simon Dutton', 'Burn Gorman', 'Shane Taylor', 'Charles Hubbell', 'Simon Hepworth', 'Andrew Brooke', 'William Hope', 'Robert Lonsdale', 'Florin Arhip', 'Vitalie Bichir', 'David Leon', 'Flora Spencer-Longhurst', 'Mark Wells', 'Michelle Miklosey', 'Jeffrey C. Hawkins', 'George Icleanu', 'Vlad Rădescu', 'Naomi Capron', 'Avila Schmidt', 'Ann-Marie Schmidt', 'Simon Kunz', 'Gay Hamilton', 'Jonty Stephens', 'Ken Bones', ""Charles De'Ath"", 'Richard Albrecht', 'Robert Jezek', 'Heather Bleasdale', 'Jade Moulla', 'Ștefan Velniciuc', 'Mark Wingett', 'Mihai Stănescu', 'Tom Bacon', 'Patrick Toomey', 'Iulia Lumânare', 'Oana Draghici', 'Stephen Marzella', 'Karl Backus', 'Graham Powell', 'Mark Colleano']",0,0,6.5
tt3506514,2014,Intime Conviction,"['Crime', 'Thriller']",['ARTE'],Rémy Burkel,"['Philippe Torreton', 'Camille Japy', 'Marie Bäumer', 'Stéphane Blancafort', 'Alli Willow']",0,0,5.0
tt4780560,2015,Uri in the Sky,[],[],,[],0,0,0.0
,2015,Closed Story,[],[],,[],0,0,0.0
,2015,Shopping,['Comedy'],[],Andrew DeYoung,"['Kate Berlant', 'Ben Seeder']",0,0,0.0
,2015,First Love,"['Drama', 'Romance']",[],Seo Won,"['Kim Seung-hyun', 'Byeon Seo-eun', 'Han So-yeon', 'Baek Jun-hyun']",0,0,0.0
tt4723754,2015,The Ghost Photo Club,['Horror'],['Canter'],Jirô Nagae,"['Makoto Okunaga', 'Yousuke Itou', 'Yuuka Ueno', 'Risa Taniuchi', 'Mio Kudo', 'Aki Morita', 'Rei Toda']",0,0,4.5
,2015,The Congo Dandies,['Documentary'],['RT Documentary'],Natalya Kadyrova,['Maxime Pivot'],0,0,0.0
,2015,Voltaire,[],['Walking The Dog'],Jan Snoekx,[],0,0,6.0
tt13884358,2015,Rewind Dating,"['Comedy', 'Romance']",[],Tomás Alvarenga,"['Justin Song', 'Sally Han']",0,0,0.0
,2015,Halloween Nightmare 2,['Horror'],['NSW'],Yousuke Yamashita,"['Rena Takeda', 'Mizuki Masuda', 'Shiori Toyoizumi', 'Chie Sasaki', 'Katsumasa Ue', 'Yusuke Oba', 'Tetsuya Nakanishi', 'Reiko Igarashi', 'Takako Kitagawa']",0,0,0.0
tt7390798,2015,Who Killed Eloá?,['Documentary'],['Doctela / Pietà Filmes'],Lívia Perez,"['Ana Paula Lewin', 'Analba Teixeira', 'Augusto Rossini', 'Elisa Gargiulo', 'Eloá Pimentel', 'Lindemberg Alves', 'Sonia Abrão']",0,0,8.7
tt4113796,2015,Chronicles of Odumkrom: The Headmaster,[],[],Ernest Abbeyquaye,"['Kofi Bucknor', 'David Dontoh', 'Adjetey Anang', 'Fred Nii Amugi', 'William Addo', 'Kofi Middleton Mends', 'Ebenezer Donkor', 'Eddie Nartey', 'Doris Sackitey', 'Mawuli Semevor', 'Paulina Oduro']",0,0,0.0
tt3395648,2015,Rosemont,"['Drama', 'TV Movie']",['Enderby Entertainment'],Daniel Petrie Jr.,"['Grace Zabriskie', 'Lorynn York', 'Brad Dourif', 'Brendan Michael Coughlin', 'Michael Gross', 'Lochlyn Munro', 'Ayla Kell', 'Garet Allen', 'Hunter Ellis', 'Annette Wright', 'Robert Andrus', 'Dexter Bell', 'Cameron Asay', 'Rick Dugdale']",0,0,6.2
tt2443822,2015,The Boy,"['Drama', 'Horror', 'Thriller']","['Chiller Films', 'SpectreVision']",Craig Macneill,"['David Morse', 'Rainn Wilson', 'Jared Breeze', 'Bill Sage', 'Mike Vogel', 'Zuleikha Robinson', 'Aiden Lovekamp', 'David Valencia', 'Andrés Echavarría', 'Amalia Santa Maria']",0,0,5.8
tt1051904,2015,Goosebumps,"['Adventure', 'Horror', 'Comedy']","['Original Film', 'Scholastic Entertainment', 'Sony Pictures', 'Columbia Pictures', 'Village Roadshow Pictures', 'Sony Pictures Animation']",Rob Letterman,"['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Amy Ryan', 'Ryan Lee', 'Jillian Bell', 'Halston Sage', 'Ken Marino', 'Timothy Simons', 'Amanda Lund', 'Steven Krueger', 'Keith Arthur Bolden', 'Karan Soni', 'R.L. Stine', 'Caleb Emery', 'Gabriela Hernandez', 'Nate Andrade', 'Sheldon Brown', 'Melissa Brewer', 'Marshall Choka', 'Melissa Cowan', 'John Deifer', 'Everett Dixon', 'Brian Gabriel', 'Kevin Galbraith', 'Maryann Gorka', 'Clare Halstead', 'Devin Hampton', 'Rory Healy', 'Drew Lamkins', 'Vivian Kyle', 'Charlie Leach', 'Katie Lumpkin', 'Larry Mainland', 'Lucky Mangione', 'Justin Natic', 'Josh Phillips', 'Mickie Pollock', 'Steve Quinn', 'Ashleigh Jo Sizemore', 'Jeff Tenney', 'Jennifer Trudrung', 'Ashton Lee Woolen', 'Coleman Youmans', 'E. Roger Mitchell', 'Jason Davis', 'Ella Wahlestedt']",58000000,158162788,6.316
tt3126902,2015,Chasing Yesterday,"['Drama', 'Comedy']",[],Joseph Pernice,"['Eric Nelson', 'Josh Flitter', 'Courtney Baxter', 'Adam LeFevre', 'David A. Gregory', 'Blanche Baker', 'Steve Schirripa', 'Tiffany Shepis', 'David Tom']",0,0,2.0
tt4558298,2015,Shark Babes,['Comedy'],['Old Mill Entertainment'],Jim Wynorski,"['Aubrey Addams', 'Bridgette B', 'Frankie Cullen', 'Christie Stevens', 'Cindy Lucas', 'Jack Fate', 'Loni Evans', 'Allie James', 'Billy Chappell', 'Roobie Breastnut']",0,0,5.3
tt5423450,2015,Frank Sinatra: The Voice of America,['Documentary'],['Broadview TV'],Annette Baumeister,"['Frank Sinatra', 'Bob Anderson', 'Tom Dreesen', 'James Kaplan', 'Charles Aznavour', 'Philipp Moog']",0,0,7.3
,2015,Heritage Minutes: Nursing Sisters,[],['Historica Canada'],Grant Harvey,"['Siobhan Williams', 'Myla Southward', 'Molly Parker']",0,0,0.0
tt5052610,2015,Lilitu,"['Horror', 'Thriller', 'Fantasy']",['Andromeda Motion Pictures'],Richard Lowry,"['Johanna Rae', 'Greg Travis', 'Nina Sallinen']",0,0,0.0
,2015,"Linkin Park - Live at Rock In Rio USA, Las Vegas",['Music'],[],,"['Chester Bennington', 'Mike Shinoda', 'Brad Delson', 'Joe Hahn', 'Rob Bourdon', 'Dave Farrell']",0,0,0.0
,2016,Blusukan Jakarta,['Drama'],[],Azhar Kinoi Lubis,"['Mentari De Marelle', 'Marcio Fernando Da Silva', 'Ence Bagus', 'Verdi Solaiman', 'Shita Destya', 'Clinton Lubis', 'Tarzan', 'Ronny P. Tjandra', 'Ricky Komo', 'Emmie Lemu']",0,0,0.0
,2016,Marie,[],[],Melanie Chung,['Amanda Pye'],0,0,0.0
tt7298350,2016,The Gang,['Documentary'],[],Raisa Mikhailovskaya,[],0,0,0.0
,2016,10 That Changed America,[],[],,['Geoffrey Baer'],0,0,0.0
,2016,Fallen Leaves Return to Film,['Animation'],[],Hsu Tsen-Chu,[],0,0,0.0
,2016,REMIXXX'd,['Music'],[],Eric Cloutier,[],0,0,10.0
tt6421346,2016,Dawn French Live: 30 Million Minutes,['Comedy'],"['Phil McIntyre Television', 'BBC']",Ed Bye,['Dawn French'],0,0,7.7
,2016,Truth,['Music'],[],Eric Cloutier,[],0,0,5.5
,2016,Suicide Sequence 3D,['Music'],[],Eric Cloutier,[],0,0,5.5
,2016,Don't,['Music'],[],Eric Cloutier,[],0,0,5.5
,2016,Anticipation,['Music'],[],Eric Cloutier,[],0,0,5.5
tt5280186,2016,Again,"['Science Fiction', 'Drama', 'Romance']",[],Mitch Glass,"['Gary Bristow', 'Megan Lozicki', 'Alex Williams']",2000,0,0.0
,2016,Never Ever Say Never Ever,['Music'],[],Eric Cloutier,[],0,0,5.5
tt6353272,2016,The Entire Universe,"['Music', 'Comedy', 'Documentary']",[],Matthew Amos,"['Eric Idle', 'Brian Cox', 'Warwick Davis', 'Noel Fielding', 'Hannah Waddingham', 'Robin Ince', 'Jonty Stephens', 'Ian Ashpitel', 'Tim Peake', 'Stephen Hawking', 'Arlene Phillips', 'Layton Williams']",0,0,3.5
,2016,Los de siempre,['Documentary'],"['Instituto del Cine y Audiovisual del Uruguay (ICAU)', 'Conferencia de Autoridades Cinematográficas de Iberoamérica (CACI)']",José Pedro Charlo,[],0,0,0.0
,2016,"January 13, 2016",['Music'],[],Eric Cloutier,[],0,0,5.5
,2016,Unenlightenment Supercut,['Music'],[],Eric Cloutier,[],0,0,5.5
,2016,Listlessness,['Music'],[],Eric Cloutier,[],0,0,5.5
,2016,Another Sunset,['Music'],[],Eric Cloutier,[],0,0,5.5
,2016,Unknowable,['Music'],[],Eric Cloutier,[],0,0,5.5
